Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2013,Pune,3,32,Male,No,4,0
Masters,2017,Pune,2,36,Male,No,2,1
Masters,2013,New Delhi,3,29,Male,No,3,0
Bachelors,2015,Bangalore,3,Not available,Male,No,5,0
PHD,2013,Bangalore,2,25,Male,No,3,1
Bachelors,2014,Pune,1,22,Female,No,0,1
Bachelors,2016,Bangalore,3,34,Male,No,4,0
Bachelors,2018,Bangalore,3,40,Male,No,1,1
PHD,2013,Bangalore,3,26,male,No,4,0
Bachelors,2014,New Delhi,3,28,Male,No,0,0
Bachelors,2015,Bangalore,3,24,Female,No,2,0
Masters,2017,Bangalore,3,40,Female,No,2,1
Bachelors,2018,Bangalore,3,23,Female,No,1,1
Masters,2017,Bangalore,3,31,Male,No,4,0
Bachelors,2014,Pune,3,25,Female,No,3,0
Bachelors,2014,Bangalore,1,27,Male,No,5,0
Masters,2017,New Delhi,2,25,Female,No,3,1
Bachelors,2015,Bangalore,3,40,Male,No,0,1
Bachelors,2014,Bangalore,1,23,Female,No,1,0
Bachelors,2017,Bangalore,3,23,Female,No,1,0
Bachelors,2012,Bangalore,3,39,Male,No,1,0
PHD,2015,New Delhi,1,37,Male,No,1,0
Bachelors,2017,Pune,3,38,Male,No,2,0
Bachelors,2013,Bangalore,3,31,Female,No,0,1
Bachelors,2016,Bangalore,3,38,Male,No,5,0
Bachelors,2017,Bangalore,3,25,Female,yes,3,0
Bachelors,2015,Bangalore,3,27,Female,Yes,5,1
Bachelors,2016,Pune,2,36,Male,No,0,1
Bachelors,2017,Pune,2,27,Female,No,5,1
Masters,2015,Pune,2,32,Female,No,4,0
Bachelors,2014,Bangalore,3,28,Male,No,4,0
Masters,2012,New Delhi,3,32,Male,No,2,0
Bachelors,2018,Bangalore,3,30,Male,No,0,1
Bachelors,2015,New Delhi,3,22,Male,No,0,0
Bachelors,2017,New Delhi,2,34,Female,No,5,0
Masters,2013,New Delhi,3,36,Male,No,2,0
Bachelors,2014,Bangalore,3,39,Male,No,3,1
PHD,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Bangalore,3,31,Female,No,0,0
Bachelors,2014,Bangalore,3,27,Male,No,5,1
Bachelors,2014,Bangalore,3,29,Female,No,0,0
Bachelors,2015,Bangalore,3,24,Female,No,2,1
Masters,2012,Pune,3,25,Male,No,3,1
Bachelors,2013,Pune,3,25,Male,No,3,0
Masters,Not available,New Delhi,3,26,Female,No,4,1
Bachelors,2015,Pune,2,28,Female,Yes,1,1
Bachelors,2017,New Delhi,3,28,female,No,2,0
Masters,2015,Pune,1,28,Female,No,3,1
Masters,2015,New Delhi,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,28,Male,No,1,0
Masters,2013,Pune,3,25,male,No,3,0
Bachelors,2015,Bangalore,2,25,Female,No,3,1
Bachelors,2015,Bangalore,3,27,Female,No,5,0
Bachelors,2017,Pune,2,27,Female,No,5,1
Bachelors,2013,Bangalore,3,27,Male,No,5,1
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,2,28,Male,No,2,0
Bachelors,2014,Pune,1,26,Female,No,4,1
Bachelors,2015,Bangalore,3,28,Male,No,2,0
Masters,2013,New Delhi,3,26,Male,No,4,0
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Bachelors,2017,New Delhi,2,25,Male,No,3,0
Bachelors,2012,Bangalore,1,28,Female,No,3,0
PHD,2015,New Delhi,3,26,Male,No,4,0
Bachelors,2015,New Delhi,3,25,Female,No,3,0
Bachelors,2012,Bangalore,3,26,Male,No,4,1
Bachelors,2014,Bangalore,3,28,Female,No,3,0
Masters,2014,Pune,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,28,Male,No,1,0
Bachelors,2015,Pune,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,25,Male,No,3,1
Masters,2013,Pune,1,24,Male,No,2,1
Bachelors,2017,Bangalore,3,26,Female,No,4,0
Bachelors,2013,Bangalore,3,28,Male,No,1,1
Masters,2016,New Delhi,3,27,Male,No,5,0
Masters,2017,Bangalore,3,26,Male,No,4,0
Masters,2017,New Delhi,2,24,Male,No,2,0
Masters,2018,New Delhi,3,26,Male,No,4,1
Masters,2017,New Delhi,1,25,Female,No,3,1
Bachelors,2012,Pune,3,28,Male,No,2,0
Bachelors,2017,New Delhi,3,28,Male,No,2,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Masters,2013,New Delhi,3,27,Male,No,5,1
Bachelors,2017,Pune,2,24,Female,No,2,1
Bachelors,2017,New Delhi,3,28,Female,No,2,0
Bachelors,2016,Bangalore,3,26,female,No,Not available,0
Bachelors,2013,Bangalore,3,27,Female,No,5,0
Masters,2015,Pune,2,28,Female,No,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2016,Pune,3,28,Male,No,1,0
Masters,2013,Bangalore,1,25,Male,No,3,1
Bachelors,2015,Pune,3,26,Male,No,4,0
Bachelors,2018,New Delhi,3,27,Female,No,5,1
Bachelors,Not available,Bangalore,3,24,Male,No,2,1
Bachelors,2012,Pune,2,24,Female,No,2,1
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Pune,2,24,Female,No,2,1
Masters,2012,New Delhi,3,26,male,No,4,0
Bachelors,2013,Bangalore,3,Not available,Female,No,3,0
Bachelors,2012,Bangalore,3,24,female,No,2,1
Bachelors,2015,Bangalore,3,25,Male,No,3,1
Bachelors,2016,Bangalore,3,28,Male,No,3,0
Bachelors,2014,Bangalore,3,Not available,Female,No,3,0
Bachelors,2013,Bangalore,3,26,Female,No,4,0
Masters,2017,New Delhi,3,24,Female,No,2,1
Bachelors,2016,Bangalore,3,25,Male,No,3,1
Bachelors,2015,Bangalore,3,Not available,Male,No,Not available,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Male,No,3,0
Masters,2015,New Delhi,3,26,Male,No,4,1
Bachelors,2014,New Delhi,3,28,Female,No,1,0
Bachelors,2015,Pune,3,25,Male,No,3,0
Masters,2015,Pune,2,28,Female,No,2,0
Bachelors,2014,Bangalore,3,27,Female,No,5,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,25,male,No,3,0
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2014,New Delhi,3,24,Female,No,2,0
Bachelors,2012,Bangalore,3,27,Male,No,5,1
Masters,2017,New Delhi,3,27,Male,No,5,1
Bachelors,2015,Pune,3,27,Male,No,5,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2017,New Delhi,3,27,Male,No,5,1
Masters,2017,New Delhi,2,28,Female,no,1,1
Masters,2017,Pune,2,24,Male,No,2,1
Masters,2016,New Delhi,3,25,Female,No,3,1
PHD,2015,New Delhi,3,28,Female,No,1,0
Bachelors,2017,New Delhi,2,26,Male,No,4,0
Bachelors,2013,Bangalore,2,27,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Bangalore,3,28,Male,No,1,0
Bachelors,2015,Bangalore,3,27,Female,No,5,0
Bachelors,2013,New Delhi,3,25,Female,No,3,0
Bachelors,Not available,Pune,3,28,Male,No,1,0
Bachelors,2017,Pune,3,24,Male,No,2,0
Bachelors,2013,New Delhi,3,27,Female,No,5,0
Bachelors,2015,Bangalore,3,28,male,Yes,2,0
Bachelors,2015,Pune,3,28,Male,No,3,0
Bachelors,2014,Pune,2,25,female,No,3,1
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2014,Pune,2,26,Female,No,4,1
PHD,2013,New Delhi,3,24,Male,No,2,0
Bachelors,2015,Pune,2,26,Female,No,4,1
Bachelors,2017,Bangalore,3,25,Male,No,3,0
Masters,2013,Pune,2,27,Male,No,5,1
Masters,2017,Bangalore,3,28,Male,No,2,0
Bachelors,2012,Bangalore,3,25,Male,No,3,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Masters,2017,Pune,2,27,Female,No,5,0
Masters,2013,Bangalore,2,28,Female,No,2,1
Masters,2017,Pune,3,28,Male,No,1,1
Bachelors,2018,Bangalore,3,27,Female,No,5,1
Bachelors,2014,New Delhi,3,25,Female,No,3,0
Masters,2017,New Delhi,3,27,Male,No,5,1
Masters,2013,New Delhi,3,26,Male,no,4,1
Bachelors,2013,Pune,2,25,Female,No,3,1
Masters,2012,New Delhi,3,26,Male,No,4,1
Bachelors,2016,Bangalore,3,25,Male,No,3,1
Bachelors,2013,Pune,2,26,Male,No,4,0
Bachelors,Not available,Bangalore,3,28,Female,No,2,1
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,2015,Pune,1,24,Female,Yes,2,1
Bachelors,2013,Pune,3,28,Male,No,2,0
Bachelors,2015,Pune,2,27,Female,Yes,5,1
Bachelors,2018,Bangalore,3,25,Male,yes,3,1
Bachelors,2014,Pune,2,27,Female,No,5,1
Bachelors,2013,Pune,3,24,Male,No,2,0
Bachelors,2014,Pune,3,24,Male,No,2,0
PHD,2015,New Delhi,2,25,Female,No,3,0
Bachelors,2014,Bangalore,3,26,Male,Yes,4,0
Bachelors,2018,Bangalore,3,24,Male,No,2,1
Masters,2015,Pune,2,25,Female,No,3,0
Bachelors,2015,Bangalore,3,24,Male,No,2,0
Bachelors,2014,New Delhi,3,24,Female,No,2,0
Masters,2017,Bangalore,2,26,Female,No,4,1
Bachelors,2012,New Delhi,3,28,Male,No,1,0
Masters,2017,Pune,2,26,female,No,4,0
Bachelors,2016,Pune,3,25,Male,No,3,0
Bachelors,2017,New Delhi,3,24,Male,No,2,1
Bachelors,2013,Pune,2,28,Female,No,3,1
Bachelors,2014,Bangalore,3,25,Female,No,3,1
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Pune,2,24,Female,No,2,1
Bachelors,2015,Bangalore,3,28,Male,No,2,1
Bachelors,2015,Bangalore,3,27,Male,No,5,0
Bachelors,2016,Pune,3,26,Male,No,4,0
Masters,2015,New Delhi,3,26,Female,No,4,1
Bachelors,Not available,Bangalore,1,28,Female,No,2,0
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,28,Male,No,2,0
Masters,2018,New Delhi,3,24,Female,Yes,2,1
Bachelors,2017,Pune,2,25,Male,No,3,0
Bachelors,2018,Pune,2,24,male,No,2,1
Masters,2017,New Delhi,2,28,Female,No,1,0
Bachelors,2013,New Delhi,1,27,Female,No,5,0
Bachelors,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2017,Bangalore,3,28,Male,No,1,0
Bachelors,2016,Pune,2,27,Female,No,5,1
Masters,2018,Bangalore,3,24,male,No,2,1
Bachelors,2012,Pune,1,26,female,No,4,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Masters,2016,New Delhi,1,Not available,Male,No,5,0
Bachelors,2015,New Delhi,3,26,Female,No,4,0
Bachelors,2012,Bangalore,3,27,Male,Yes,5,0
Bachelors,2013,Bangalore,3,24,Male,yes,2,1
Bachelors,2018,Bangalore,3,26,Female,No,4,1
Masters,2017,Pune,2,26,Female,No,4,1
Masters,2017,New Delhi,2,28,Female,No,2,0
Bachelors,2013,Pune,3,28,Male,No,1,0
Masters,2013,New Delhi,3,25,Male,No,3,0
Bachelors,2018,Bangalore,3,28,Female,Yes,1,1
Bachelors,2013,Pune,3,27,Female,No,5,1
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,28,Male,No,1,0
Bachelors,2017,New Delhi,3,28,Female,No,3,0
Masters,2017,New Delhi,2,28,Male,Yes,2,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Masters,2017,New Delhi,3,26,Male,No,4,0
Bachelors,2015,Pune,1,25,male,No,3,1
Masters,2013,New Delhi,3,27,Male,No,Not available,0
PHD,2014,Bangalore,3,24,Female,No,2,0
Masters,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Masters,2015,Pune,3,27,Female,No,5,1
Bachelors,2018,Bangalore,3,26,Male,No,4,1
Bachelors,2016,Bangalore,3,24,Male,No,2,0
Masters,2017,New Delhi,2,25,Female,No,3,0
Bachelors,2017,New Delhi,2,28,Male,No,1,0
Bachelors,2012,New Delhi,3,27,Female,No,5,0
Masters,2013,New Delhi,3,26,Male,No,4,1
Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
Bachelors,2014,Pune,3,28,Male,No,2,0
Bachelors,2016,Bangalore,3,24,Female,No,2,1
Bachelors,2012,Bangalore,3,28,male,No,3,0
Bachelors,2012,Bangalore,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2014,New Delhi,3,28,Female,No,1,0
Bachelors,2014,New Delhi,3,27,Female,Yes,5,0
Bachelors,2015,Pune,3,26,Female,Yes,4,1
Masters,2014,New Delhi,3,26,Male,No,4,1
PHD,2015,New Delhi,3,25,Female,No,3,0
Masters,2015,New Delhi,3,25,Male,No,3,0
Bachelors,2012,Pune,3,27,Male,No,5,0
Masters,2017,New Delhi,2,24,Female,No,2,0
Bachelors,2016,Bangalore,3,24,Male,No,2,0
Masters,2015,Pune,3,28,Female,No,2,0
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2017,Pune,3,25,Male,No,3,0
Bachelors,2017,Bangalore,1,Not available,Male,No,3,0
Masters,2015,Pune,3,28,Female,No,2,0
Bachelors,2017,Pune,3,26,Male,No,4,0
Bachelors,2014,Pune,3,24,Male,yes,2,0
Bachelors,2014,Pune,3,25,Female,No,3,1
Bachelors,2018,Pune,3,26,Female,No,4,1
Bachelors,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,28,Female,No,2,0
Bachelors,2012,Pune,3,28,Male,No,2,0
Masters,2012,New Delhi,3,24,Female,No,2,1
Bachelors,2013,Bangalore,3,26,Male,No,4,0
Bachelors,2015,New Delhi,3,26,male,Yes,4,0
Bachelors,2017,Bangalore,3,28,Male,No,1,0
Bachelors,2018,Pune,3,25,male,Yes,3,1
Masters,2017,New Delhi,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,28,male,No,2,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Masters,2017,New Delhi,2,25,Female,No,3,1
Bachelors,2013,Pune,2,28,Female,No,1,1
Bachelors,Not available,Bangalore,3,24,Female,No,2,0
Bachelors,2016,Pune,3,26,Male,No,4,0
Bachelors,2015,New Delhi,2,27,Female,No,5,1
Bachelors,2018,Bangalore,3,24,Female,No,2,1
Bachelors,Not available,Bangalore,3,27,Female,No,5,0
Bachelors,2013,Bangalore,3,24,Male,yes,2,0
Bachelors,2013,Bangalore,3,24,Female,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,Not available,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Bangalore,3,24,Female,No,2,0
Bachelors,2012,Pune,3,24,Female,No,2,1
Bachelors,2016,Bangalore,3,24,Male,Yes,2,1
Bachelors,2012,Bangalore,3,28,male,No,3,0
Bachelors,2017,New Delhi,2,27,Male,No,5,0
Bachelors,2012,Pune,2,27,Female,No,5,1
Masters,2017,Pune,2,27,male,No,5,0
Bachelors,2017,Pune,2,24,Male,No,2,1
Bachelors,2016,Pune,1,26,Female,No,4,1
Bachelors,2015,Pune,3,26,Female,No,4,1
Bachelors,2016,Bangalore,3,25,Male,No,3,1
Bachelors,2012,Pune,3,26,Male,No,4,0
Bachelors,2017,Bangalore,3,28,Male,No,2,0
Bachelors,2012,Bangalore,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,25,Female,Yes,3,0
Masters,2017,Pune,2,26,Male,No,4,0
Masters,2017,Pune,3,28,Male,No,1,1
Masters,2015,Pune,2,Not available,Female,yes,Not available,1
Bachelors,2017,New Delhi,2,26,Female,No,4,0
Bachelors,2017,New Delhi,2,26,female,No,4,0
Bachelors,2016,Bangalore,3,27,female,No,5,0
Bachelors,2017,New Delhi,3,27,Female,No,5,0
Bachelors,Not available,New Delhi,3,24,Female,No,2,0
Masters,2017,Bangalore,1,26,Female,No,4,1
Bachelors,2017,New Delhi,1,28,Female,No,2,0
Bachelors,2015,Bangalore,3,24,Male,No,2,0
Masters,2015,Pune,2,25,Female,No,3,1
Bachelors,2014,Bangalore,3,25,Female,No,3,0
Bachelors,2014,Bangalore,3,28,Male,No,2,0
Bachelors,2017,Bangalore,3,28,Male,No,3,0
Masters,2015,New Delhi,1,27,Male,No,5,0
Bachelors,2014,Pune,1,26,Female,No,Not available,1
Masters,2018,Bangalore,3,25,Male,Yes,3,1
Bachelors,2016,Bangalore,3,28,Female,No,3,0
Bachelors,2018,New Delhi,3,26,Female,Yes,4,1
Bachelors,2015,Pune,2,24,Female,No,2,1
Bachelors,2017,Bangalore,3,Not available,female,Yes,5,0
Bachelors,2014,Bangalore,3,26,Male,No,4,0
Bachelors,2014,Bangalore,3,24,Male,No,2,0
Bachelors,2016,Bangalore,3,28,Male,No,2,0
Bachelors,2015,Pune,2,25,Female,No,3,1
Bachelors,2013,Pune,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,28,Male,No,3,0
Bachelors,2014,Bangalore,3,26,Male,no,4,0
Bachelors,2012,Bangalore,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,26,Female,Yes,4,1
Bachelors,2015,Pune,3,28,Male,No,2,0
Bachelors,2014,New Delhi,2,24,Female,No,2,1
Bachelors,2013,Bangalore,3,24,Male,No,2,0
Bachelors,2018,Bangalore,3,28,Male,Yes,3,1
Bachelors,2015,Pune,3,27,Male,No,5,0
Bachelors,2014,Pune,2,26,Male,no,4,0
Bachelors,2016,Bangalore,3,25,Male,No,3,1
PHD,2013,Bangalore,3,25,Male,No,3,0
Bachelors,2014,Bangalore,3,25,Male,No,3,0
Bachelors,2017,New Delhi,2,28,Female,No,1,0
Bachelors,2015,Pune,1,26,Female,No,4,1
Masters,2017,New Delhi,3,26,Male,Yes,4,1
Bachelors,2014,Bangalore,3,27,Male,No,5,0
Bachelors,2012,New Delhi,3,24,Female,No,2,0
Bachelors,2017,New Delhi,2,24,Male,No,2,0
Bachelors,2015,Bangalore,3,26,Male,No,4,0
Bachelors,2012,Bangalore,3,26,female,No,4,0
Bachelors,2015,Bangalore,3,24,Male,No,2,0
Masters,2014,Pune,3,25,Male,No,3,0
Bachelors,2015,Bangalore,3,28,Male,No,2,0
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2016,Bangalore,3,26,Female,No,4,0
Bachelors,2015,Pune,2,Not available,Female,Yes,3,1
Masters,2013,New Delhi,2,25,Male,No,3,1
Bachelors,2017,Pune,3,25,Male,No,3,0
Bachelors,2015,Pune,2,26,Female,Yes,4,1
Masters,2015,Bangalore,2,26,Female,No,4,1
Bachelors,2012,Pune,3,27,Female,No,5,0
Masters,2017,New Delhi,3,28,Male,Yes,2,0
Bachelors,2016,Pune,3,25,Male,No,3,0
Bachelors,2016,Bangalore,3,24,Male,No,2,0
Bachelors,2016,Pune,3,28,Male,No,1,0
Bachelors,2013,New Delhi,3,27,Female,Yes,5,0
Bachelors,2015,New Delhi,3,26,Male,No,Not available,0
Bachelors,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Pune,2,27,Male,No,5,0
Bachelors,2012,Bangalore,3,27,Male,no,5,0
PHD,2018,New Delhi,3,25,Male,No,3,1
Bachelors,2014,Pune,3,27,Male,No,5,0
Bachelors,2013,Bangalore,3,26,Female,No,4,0
Masters,2017,Pune,2,24,Female,No,2,1
PHD,2016,New Delhi,2,28,Male,No,3,1
Masters,2014,New Delhi,3,26,Male,No,4,1
Masters,2017,New Delhi,2,27,Male,Yes,5,1
PHD,2013,New Delhi,3,27,Male,No,5,0
Masters,2014,New Delhi,3,28,Female,No,1,0
Bachelors,2017,Pune,3,27,Male,No,Not available,0
Bachelors,2015,Pune,3,26,Female,Yes,4,1
Masters,2014,Bangalore,3,26,Male,No,4,1
Masters,2012,Pune,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Masters,2017,Pune,2,27,Male,No,5,1
Bachelors,2017,Bangalore,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,25,Male,No,3,1
Bachelors,2016,Pune,3,27,Male,Yes,5,0
Bachelors,2014,Pune,3,25,Male,No,3,0
Bachelors,2017,Bangalore,3,28,Male,No,1,0
Masters,2012,Pune,3,24,Male,No,2,0
Bachelors,2014,Bangalore,3,25,Male,Yes,3,0
Bachelors,2013,Pune,2,25,Male,No,3,1
Bachelors,2012,Pune,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Pune,3,26,Male,No,4,0
Bachelors,Not available,Bangalore,3,24,Male,No,2,0
Bachelors,2014,Bangalore,3,25,Female,No,3,0
Bachelors,2015,New Delhi,3,25,Male,No,3,0
PHD,2012,Pune,3,24,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,0
Bachelors,2015,Bangalore,3,25,Male,No,3,0
Bachelors,2016,Bangalore,3,26,Male,No,4,0
Masters,2015,New Delhi,3,24,Female,No,2,0
Bachelors,2012,Bangalore,3,26,Male,No,4,0
Bachelors,2013,Pune,3,24,Male,No,2,0
Masters,2017,New Delhi,3,24,Male,No,2,1
Bachelors,2014,Bangalore,1,25,Male,Yes,3,0
Bachelors,2018,Bangalore,3,28,Male,No,1,1
Bachelors,2017,Bangalore,3,28,Male,Yes,3,0
Masters,2013,Bangalore,3,28,Female,Yes,2,1
Bachelors,2013,Bangalore,3,26,Male,Yes,4,0
Masters,2018,New Delhi,1,24,Male,Yes,2,1
Bachelors,2012,Bangalore,3,25,Male,No,3,0
PHD,2013,New Delhi,2,27,Female,No,5,0
Masters,2018,New Delhi,3,28,Male,Yes,2,1
Bachelors,2014,Bangalore,3,28,Male,No,3,1
Bachelors,2014,Pune,3,27,male,No,5,0
Bachelors,2013,New Delhi,3,24,Female,No,2,1
Bachelors,2015,Pune,2,28,Female,No,1,1
Bachelors,2015,Pune,2,26,Female,no,4,1
Bachelors,2017,New Delhi,2,28,Female,No,3,0
Masters,2012,Pune,3,27,Female,No,Not available,1
Masters,2017,Pune,3,25,Female,Yes,3,1
Masters,2013,New Delhi,2,25,Male,No,3,1
Masters,2017,New Delhi,2,27,Male,No,5,1
Bachelors,2017,Bangalore,3,24,Male,No,2,0
Bachelors,2016,Pune,2,24,Female,No,2,1
Bachelors,2012,Bangalore,3,26,Female,No,4,0
Bachelors,2012,Bangalore,3,24,Male,No,2,1
Masters,2017,Pune,2,24,Male,No,2,0
Bachelors,2015,Pune,2,25,Female,Yes,3,1
Bachelors,2015,New Delhi,3,26,Female,Yes,4,0
Bachelors,2013,Pune,2,24,Male,Yes,2,1
Bachelors,2013,Pune,3,25,Male,No,3,0
PHD,2015,New Delhi,2,28,female,No,Not available,0
Bachelors,2016,Pune,3,24,Male,No,2,0
Bachelors,2017,Bangalore,3,24,Female,No,2,0
Bachelors,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2017,Bangalore,3,25,male,No,3,0
Masters,2014,New Delhi,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,27,Male,No,5,0
Bachelors,2016,Bangalore,3,28,Female,No,3,0
Bachelors,2018,Pune,3,25,Male,No,3,1
Bachelors,2013,Bangalore,3,26,Male,Yes,4,1
Bachelors,2015,New Delhi,3,25,Male,No,3,1
Bachelors,2017,New Delhi,2,25,Female,No,3,1
Bachelors,2012,Bangalore,3,25,Male,Yes,3,0
Bachelors,2014,New Delhi,3,28,Female,no,Not available,0
Bachelors,2017,New Delhi,2,27,Female,No,5,0
Bachelors,2018,Pune,3,26,Male,No,4,1
Masters,2014,New Delhi,3,28,Male,No,2,0
Bachelors,2013,Bangalore,3,27,Male,No,5,1
Masters,2017,Pune,3,25,Male,No,3,1
Bachelors,Not available,Bangalore,3,28,Male,No,2,1
Bachelors,2016,Bangalore,3,24,Male,No,2,0
